EID,CaptureTime,SUID,Event,Version,WireName,Headline,TimeOfArrival,LanguageString,Web_URL,Hot_Level,TimeOfUpdate,AssignedTickersId,AssignedTickersScore,Assigned_ID_BB_GLOBAL_COMPANY,Assigned_ID_BB_GLOBAL,AssignedTopicsId,Assigned_Topics_Score,AssignedPeopleId,AssignedPeopleScore,DerivedTickersId,DerivedTickersScore,Derived_ID_BB_GLOBAL_COMPANY,Derived_ID_BB_GLOBAL,DerivedTopicsId,DerivedTopicsScore,DerivedPeopleId,DerivedPeopleScore
80178,2021-05-21T17:28:03.036+00:00,QTGWIQMB2SJT,ADD_STORY,ORIGINAL,NS8,اخبار اليمن: صعدة: تكرّيم أسرة الحمزي التي قدمت خمسة شهداء في الدفاع عن,2021-05-21T17:28:02.845+00:00,ARABIC,https://www.saba.ye/ar/news3140781.htm,0,2021-05-21T17:28:02.851+00:00,,,,,,,,,,,,,MISC;EMEAREGION;MENA;MIDEAST;GULF;WORLD;AME;SRCRANK3;SPREGIONS;YEMEN;EM,100;75;75;75;75;75;75;100;75;75;75,,
80178,2021-06-04T15:54:25.886+00:00,QU6PIPMB2SJX,ADD_STORY,ORIGINAL,NS1,"Post-Gazette: U.S. government finds no evidence that UFOs were alien spacecraft but still can't explain phenomena, report says",2021-06-04T15:54:25.570+00:00,ENGLISH,https://www.post-gazette.com/news/politics-nation/2021/06/04/US-government-UFO-report-alien-flying-saucer-spacecraft-no-evidence-no-explanation-Navy-pilots-sightings-Congress-Obama-Late-Late-Show/stories/202106040091,0,2021-06-04T15:54:25.575+00:00,,,,,DISTPA3;DISTPA5;DISTUS;DISTPA11;DISTPA18;DISTPA14;DISTPA12;DISTALL;METSEC;DISTPA10;DISTPA;DISTPA9,70;70;70;70;70;70;70;70;70;70;70;70,,,,,,,UNREST;DISTPA3;BIZNEWS;MSCIWORLD;SECTIONS;NORTHAM;GLOBALMACR;WAR;USGOV;DEBTKEY;ASIAX;G7MEMB;MISC;GOV;DISTPA5;US;DISTUS;SCIENCE;DISTPA11;CREDITKEY;DISTPA18;DISTPA14;DISTPA12;ANON;WORLD;DISTALL;FXKEY;GENEVENT;DEVECO;G10MEMB;GEN;METSEC;DISTPA10;MSCINAMER;SRCRANK3;ESGWEAPON;DISTPA;SPACE;DC;DISTPA9;SPREGIONS;POLIRISK;ESGCOUNT;RATESKEY,50;100;100;100;100;100;100;50;100;100;50;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;50;100;100;100;100;100;100;100;50;100;100;100;100;100;100;50;100,13386999;19197529;3296948,70;70;70
80001,2020-12-24T22:36:20.158+00:00,QLOEAQCAB9Q8,UPDATE_ATTRIBUTE,ORIGINAL,BN,*CLOUDBERRY BUYS HYDROPOWER PLANTS WITH TOTAL OUTPUT 34 GWH/YEAR,2020-12-21T06:06:26.726+00:00,ENGLISH,,0,2020-12-24T22:36:20.045+00:00,CLOUDME@NO,70,BBG00SY1FJP3,BBG00SY1FL23,BIZNEWS;ACEXCLUDE;ALTNRG;NRG;HEADS;NRGIND;RLSHEAD;HYDRO;WIND,70;70;70;70;70;70;70;70;70,17167677;18860426;19195615;20309149;21662625,70;70;70;70;70,CLOUDME@NO,95,BBG00SY1FJP3,BBG00SY1FL23,BIZNEWS;ACEXCLUDE;BUSINESS;ALTNRG;BONDWIRES;NRG;HEADS;MISC;CMD;EQUITYKEY;BGOVBILLGO;INDUSTRIES;NRGIND;CMDKEY;COS;SRCRANK1;BGOVCODES;RLSHEAD;NRGKEY;HYDRO;WIND,100;70;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;70,17167677;18860426;19195615;20309149;21662625,70;70;70;70;70
80001,2021-03-04T22:42:24.073+00:00,QP9JEYBXZE9S,UPDATE_ATTRIBUTE,ORIGINAL,JBN,*総務省接待問題の山田真貴子内閣広報官が辞職願提出－ＦＮＮ,2021-02-28T23:47:22.389+00:00,JAPANESE,,0,2021-03-04T22:42:23.978+00:00,,,,,BIZNEWS;MSCIWORLD;ACEXCLUDE;HEADS;READ25;JAPAN;MSCIDVAS;RLSHEAD;ASIA,70;70;70;70;70;70;70;70;70,16158256,70,,,,,BIZNEWS;MSCIWORLD;WNEWS;JMIC;ACEXCLUDE;JBN;BUSINESS;G7MEMB;HEADS;MISC;MISCCOS;JPGOV;JHEAD;GOV;EQUITYKEY;READ25;JAPAN;WORLD;GOVCHG;DEVECO;MSCIDVAS;G10MEMB;COS;SRCRANK1;SPREGIONS;POLIRISK;RLSHEAD;JCO;JPALL;ASIA,100;100;99;100;70;100;99;100;100;100;99;100;100;100;100;100;100;100;99;100;100;100;99;100;100;100;100;97;100;100,16158256,70
80001,2021-04-01T21:40:57.781+00:00,QQQLHADWRGGE,UPDATE_ATTRIBUTE,ORIGINAL,BFW,*TOP COURT SIGNALS NARROW RULING LIKELY ON GOLDMAN INVESTOR SUIT,2021-03-29T15:24:46.689+00:00,ENGLISH,,0,2021-04-01T21:40:57.661+00:00,GS,95,BBG001FNXYJ9,BBG000C6CFJ5,BIZNEWS;MSCIWORLD;NORTHAM;NY;FIN;USGOV;ACEXCLUDE;BUSINESS;MKTMISC;LITIGATE;HEADS;NEGNEWS;SQUAWKUSEQ;MARKETS;LAW;GOV;US;BFWUS;SUP;RIF;USMA;CLASS;BNK;SENTIMENT;LAWSUITS;MKTREG;COS;MSCINAMER;FINNEWS;BFWEQ;SEC;SCR;FIRSTWORD;BFW,70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70,1711826,70,GS,95,BBG001FNXYJ9,BBG000C6CFJ5,BIZNEWS;MSCIWORLD;NORTHAM;EQTY;SQUAWK;NY;FIN;USGOV;ACEXCLUDE;BUSINESS;G7MEMB;BONDWIRES;MKTMISC;LITIGATE;HEADS;NEGNEWS;MISC;BFWFOCUS;SQUAWKUSEQ;MARKETS;LAW;GOV;US;EQUITYKEY;BFWUS;GOVBFW;BGOVBILLGO;ESGCONTROV;PADDIST;WORLD;SUP;INDUSTRIES;DEVECO;INSTFIN;G10MEMB;RIF;USMA;CLASS;BNK;ESGRES;SENTIMENT;LAWSUITS;MKTREG;COS;SRCRANK1;MSCINAMER;BGOVCODES;FINNEWS;BFWEQ;LAWPRAC;DC;SPREGIONS;POLIRISK;SEC;SCR;RULES;FIRSTWORD;BFW;FINREG;ALLSTATES;PADD1,100;100;100;100;100;70;100;98;70;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;70;100;70;100;100;100;100;100;91;70;70;100;100;100;91;100;100;100;100;100;100;70;98;100;100;70;100;91;100;100;91;70;70,1711826,70
80001,2021-07-10T23:15:56.158+00:00,QW1XYKT1UM15,ADD_STORY,ORIGINAL,BN,*CALIFORNIA GRID OPERATOR COMMENTS ON FIRE IN MEDIA BRIEFING,2021-07-10T23:15:56.062+00:00,ENGLISH,,0,2021-07-10T23:15:56.068+00:00,EIX;341153Z;SRE;PCG,95;95;95;95,BBG001FDZCN2;BBG001FQ4062;BBG001FN61S1;BBG001FDZ682,BBG000D7RKJ5;BBG000D64M53;BBG000C2ZCH8;BBG000BQWPC5,BIZNEWS;MSCIWORLD;NORTHAM;ACEXCLUDE;BUSINESS;NRG;NRGMARKET;HEADS;WILDFIRE;US;NAPWRMKT;GASMARKET;USWE;CA;ELC;GAS;UTI;RIF;PIP;COS;CMDMARKET;MSCINAMER;FINNEWS;PWRMARKET,70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70,17260549,70,EIX;341153Z;SRE;PCG,95;95;95;95,BBG001FDZCN2;BBG001FQ4062;BBG001FN61S1;BBG001FDZ682,BBG000D7RKJ5;BBG000D64M53;BBG000C2ZCH8;BBG000BQWPC5,BIZNEWS;MSCIWORLD;NORTHAM;ACEXCLUDE;NAT;BUSINESS;G7MEMB;BONDWIRES;NRG;NRGMARKET;HEADS;MISC;WILDFIRE;MARKETS;CMD;US;NAPWRMKT;REGIONFILT;GASMARKET;RUNEWS;EQUITYKEY;USWE;OILGASCOAL;CA;BGOVBILLGO;ELC;GAS;PADDIST;WORLD;GENEVENT;INDUSTRIES;DEVECO;UTI;G10MEMB;RIF;PIP;GEN;ESGRES;CMDKEY;COS;SRCRANK1;PADD5;CMDMARKET;MSCINAMER;BGOVCODES;FINNEWS;PWRMARKET;SPREGIONS;NRGKEY;ALLSTATES,100;100;100;70;70;100;100;100;100;100;100;100;70;100;100;100;70;100;100;100;100;100;100;100;100;98;100;100;100;100;100;100;100;100;100;70;100;70;100;100;100;100;100;100;100;100;91;100;100;100,17260549,70
80178,2021-04-04T10:02:54.259+00:00,QR1AKUMB2SJL,ADD_STORY,ORIGINAL,NS6,新京报: 国际丨美国亚裔商店遭打砸 店主：每天都会听到“滚回自己国家”,2021-04-04T10:02:54.101+00:00,CHINESE_SIMP,https://www.bjnews.com.cn/detail/161750740815164.html,0,2021-04-04T10:02:54.108+00:00,,,,,,,,,,,,,MSCIWORLD;NORTHAM;G7MEMB;MISC;US;WORLD;DEVECO;G10MEMB;MSCINAMER;SPREGIONS;SRCRANK4,100;100;100;100;100;100;100;100;100;100;100,,
80001,2020-11-29T22:52:29.257+00:00,QKD8B1DWRGG0,UPDATE_ATTRIBUTE,ORIGINAL,JBN,*ソフバンク出資の米不動産コンパス、来年ＩＰＯへ銀行起用－関係者,2020-11-25T18:49:49.619+00:00,JAPANESE,,0,2020-11-29T22:52:29.132+00:00,9984@JP,95,BBG001FG5MG4,BBG000CLY2D3,BIZNEWS;MSCIWORLD;ACEXCLUDE;BUSINESS;TMT;HEADS;BNSCOOP;JAPAN;TEC;MSCIDVAS;JFALL;HSNG;COS;INTERNET;TLS;FINNEWS;BFWEQ;JNEWS;BFWJN;BFWJP;ASIA,70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70,18599937;6228452,70;70,9984@JP,96,BBG001FG5MG4,BBG000CLY2D3,CORPFIN;BIZNEWS;MSCIWORLD;EQTY;FIN;ACEXCLUDE;JBN;INI;CPNYCNT1;BUSINESS;G7MEMB;TMT;REL;HEADS;MISC;BFWFOCUS;MISCCOS;MARKETS;PLACE;JHEAD;EQUITYKEY;BNSCOOP;JAPAN;WORLD;INDUSTRIES;DEVECO;TEC;MSCIDVAS;G10MEMB;JFALL;BNK;HSNG;CACT;STK;NEWSTK;CAPITALMKT;COS;SRCRANK1;INTERNET;TLS;COEVNT;FINNEWS;BFWEQ;JNEWS;BFWJN;SPREGIONS;BFWJP;FIRSTWORD;RESREL;JPALL;ASIA,100;100;100;100;100;70;100;100;100;100;70;100;100;100;100;100;100;100;100;100;100;100;70;100;100;70;91;100;70;100;80;70;100;100;100;100;100;100;70;70;100;100;100;100;100;100;100;100;70;100;91,18599937;6228452,70;70
80001,2021-02-21T19:50:39.985+00:00,QOW9SFC0SJ5S,ADD_STORY,ORIGINAL,BN,*IRAQ FREEZES OIL FOR PRE-PAYMENT DEAL FOR NOW: OIL MINISTER,2021-02-21T19:50:39.907+00:00,ENGLISH,,0,2021-02-21T19:50:39.912+00:00,,,,,BIZNEWS;IRAQ;ACEXCLUDE;NRG;HEADS;OIL;FEAS;MENA;MIDEAST;GULF;CMDKEY;AME;CRUDE;EM,70;70;70;70;70;70;70;70;70;70;70;70;70;70,15009626,70,,,,,BIZNEWS;IRAQ;ACEXCLUDE;BONDWIRES;NRG;HEADS;OIL;MISC;FEAS;CMD;UNSANCTION;EMEAREGION;MENA;JPMFRONT;EQUITYKEY;OILGASCOAL;MIDEAST;BGOVBILLGO;GULF;WORLD;CMDKEY;SRCRANK1;AME;BGOVCODES;SPREGIONS;CRUDE;NRGKEY;EM,100;100;70;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;70;100;100,15009626,70
80001,2021-01-05T12:48:14.805+00:00,QMGN0WT0G1L2,UPDATE_ATTRIBUTE,ORIGINAL,BFW,Var Energi Chooses Equinor Head of Safety Torger Rod as CEO,2021-01-05T12:47:37.196+00:00,ENGLISH,,0,2021-01-05T12:48:14.541+00:00,ENI@IM,95,BBG001FG2W11,BBG000FVRV79,BIZNEWS;MSCIWORLD;ITALY;NRG;OIL;NORWAY;GAS;CEOCHG;EMC;EUROPE;NSEA;BFWEQ;SCAND;FIRSTWORD;OILIND;BFW;ORIGINAL;MSCIDVEUR;BFWEU,70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70,17167677;20760796;21752370,70;70;70,ENI@IM,95,BBG001FG2W11,BBG000FVRV79,BIZNEWS;MSCIWORLD;EQTY;WNEWS;ITALY;BUSINESS;G7MEMB;BONDWIRES;NRG;OIL;MISC;BFWFOCUS;MISCCOS;ITNEWS;CMD;REGIONFILT;EMEAREGION;EQUITYKEY;OILGASCOAL;BGOVBILLGO;NORWAY;GAS;MAJOR;CEOCHG;MGMTCHG;WORLD;INDUSTRIES;DEVECO;G10MEMB;NORDIC;NRGIND;EMC;EUROPE;ESGRES;CMDKEY;NSEA;COS;SRCRANK1;BGOVCODES;BFWEQ;SCAND;SPREGIONS;NRGKEY;FIRSTWORD;ESGGOV;ESG;OILIND;BFW;ORIGINAL;MSCIDVEUR;WEU;BFWEU,100;100;100;100;70;100;70;100;100;97;100;100;100;99;100;99;100;100;100;100;70;70;100;100;100;100;70;91;70;100;70;91;100;100;100;70;100;100;100;100;91;100;100;100;100;100;70;100;100;100;91;100,17167677;20760796;21752370,70;95;70
80178,2020-10-26T12:01:19.033+00:00,QIT5E6MB2SKF,ADD_STORY,ORIGINAL,NS1,"Dalton Citizen: Dalton State to host drive-through tours, drive-in movie",2020-10-26T12:01:18.901+00:00,ENGLISH,https://www.dailycitizen.news/news/local_news/dalton-state-to-host-drive-through-tours-drive-in-movie/article_b6b40987-0550-5b56-bcc4-c7e12d19afef.html,0,2020-10-26T12:01:18.908+00:00,,,,,,,,,,,,,BIZNEWS;MSCIWORLD;NORTHAM;BUSINESS;G7MEMB;TMT;MISC;US;MED;GA;LIFESTYLE;USSO;PADDIST;WORLD;INDUSTRIES;DEVECO;G10MEMB;COS;USSE;MSCINAMER;SPREGIONS;FILM;ENT;EDU;SRCRANK4;ALLSTATES;PADD1,100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;38;100;100;100,,
80001,2021-08-19T11:55:01.803+00:00,QY2YRNDWX2QN,UPDATE_ATTRIBUTE,CORRECTION,BN,Toyota Plunges as Chip Shortage Forces Production Cut (Correct),2021-08-19T09:40:08.847+00:00,ENGLISH,,0,2021-08-19T11:55:01.504+00:00,7203@JP,95,BBG001FF1GP3,BBG000BCM915,BIZNEWS;MSCIWORLD;AMFEAT;ACEXCLUDE;TRN;ONWEB;ASIAX;BUSINESS;ALLWWCUR;MOSTREAD;AUP;TMT;NEGNEWS;READ1500;READ150;ALLFEA;READ100;TECHTOPZ1;READ1000;WWTOPAM;READ25;WWTOP;JAPAN;TOPBIZMKT;TOP;WWTOPBIZ;TEC;MSCIDVAS;ASFEAT;WWTOPAS;ALLTOP;READ500;READ50;YUSO;MSCIEMAS;WWTOPZ4;SENTIMENT;TECHTOP;COS;GLOBFEAT;FINNEWS;READ250;BFWEQ;WWTOPGLOB;SEM;READ700;ASIATOP;CORRECT;AUT;READ;THAI;EUFEAT;SUPPLY;EM;WWTOPFEAT;ASIA;WWTOPEU;SEASIA,70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70,16372402;16428717;17675968;21998915,70;70;70;70,6201@JP;7203@JP;7259@JP,96;100;65,BBG001FFFD02;BBG001FF1GP3;BBG001FFCHD2,BBG000BD9J25;BBG000BCM915;BBG000BMCGL6,METALKEY;BIZNEWS;TECSVC;MSCIWORLD;EQTY;AMFEAT;CONSD;ACEXCLUDE;TRN;ONWEB;ASIAX;BUSINESS;ALLWWCUR;G7MEMB;MOSTREAD;AUP;BONDWIRES;CONS;TMT;NEGNEWS;MISC;READ1500;MISCCOS;READ150;ALLFEA;CPR;READ100;TECHTOPZ1;ATTACHMENT;READ1000;AUTOMOTIVE;VOD;EQUITYKEY;WWTOPAM;AGRKEY;READ25;BGOVBILLGO;WWTOP;JAPAN;TOPBIZMKT;MAJOR;TOP;WORLD;ITSVC;WWTOPBIZ;INDUSTRIES;DEVECO;TEC;PHOTO;OILKEY;MSCIDVAS;G10MEMB;ASFEAT;WWTOPAS;ALLTOP;READ500;READ50;INDUSTRIAL;YUSO;MSCIEMAS;GMS;TIMENI;WWTOPZ4;SENTIMENT;TECHTOP;CMDKEY;COS;SRCRANK1;TIMECO;GLOBFEAT;BGOVCODES;FINNEWS;READ250;BFWEQ;WWTOPGLOB;SEM;READ700;ASIATOP;CORRECT;AUT;SPREGIONS;READ;THAI;EUFEAT;NRGKEY;SUPPLY;EM;FIRSTWORD;CMDGLOMAC;JPALL;WWTOPFEAT;ASIA;WWTOPEU;SEASIA,100;100;100;100;100;100;100;70;70;100;98;100;100;70;100;70;100;100;100;100;100;100;70;100;100;46;100;100;100;100;100;100;100;100;100;100;100;100;70;100;100;100;100;100;100;100;70;100;100;100;100;70;100;100;100;100;100;70;100;100;70;100;100;100;100;100;100;100;100;100;100;100;100;100;100;99;100;100;100;100;100;100;70;100;100;70;91;100;100;100;100;100;100;91,16372402;16428717;17675968;21998915,70;70;70;70
80001,2021-06-20T21:43:24.511+00:00,QURWLQT0AFBB,UPDATE_ATTRIBUTE,ORIGINAL,BN,*KATO: VIRUS PANEL TO DISCUSS EVENT ATTENDEE LIMITS TODAY,2021-06-16T02:37:02.809+00:00,ENGLISH,,0,2021-06-20T21:43:24.416+00:00,%JPY,95,,,BIZNEWS;MSCIWORLD;ACEXCLUDE;BUSINESS;HEADS;JGOV;G7ECOS;JPGOV;MARKETS;GOV;JNECO;JAPAN;POL;GOVMISC;MSCIDVAS;RIF;FRX;STK;CECO;ECO;FINNEWS;BON;ASIA,70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70,17601603;18288974,70;70,%JPY,95,,,BIZNEWS;MSCIWORLD;GLOBALMACR;ACEXCLUDE;DEBTKEY;BUSINESS;G7MEMB;BONDWIRES;HEADS;MISC;JGOV;G7ECOS;JPGOV;MARKETS;GOV;JNECO;CREDITKEY;EQUITYKEY;BGOVBILLGO;JAPAN;POL;WORLD;GOVMISC;FXKEY;INDUSTRIES;DEVECO;TEC;MSCIDVAS;G10MEMB;RIF;GEN;FRX;STK;CECO;COS;SRCRANK1;INTERNET;ECO;BGOVCODES;FINNEWS;SPREGIONS;POLIRISK;BON;JPALL;RATESKEY;ASIA,100;100;97;70;100;100;98;100;100;100;100;91;70;100;100;70;97;100;100;98;70;100;100;100;73;98;73;100;98;100;70;100;70;98;73;100;73;100;100;100;100;100;70;100;100;100,17601603;18288974,70;70
80001,2020-10-03T05:24:03.847+00:00,QEW32QDWX2PS,UPDATE_ATTRIBUTE,ORIGINAL,BFW,LNG TENDER: Inpex Delays Deadline for September Ichthys Cargo,2020-08-11T10:57:01.789+00:00,ENGLISH,,0,2020-10-03T05:24:03.527+00:00,1605@JP,95,BBG001FLMTK4,BBG000DJ3642,BIZNEWS;MSCIWORLD;NRG;FIRST;OIL;TEN;ANZ;JAPAN;GAS;MSCIDVAS;BFWGAS;AU;EXCLUSIVE;FIRSTWORD;OILIND;BFW;ORIGINAL;ASIA;LNG,70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70,16456016;17565233;19067270;5820927,70;70;70;70,1605@JP,96,BBG001FLMTK4,BBG000DJ3642,BIZNEWS;MSCIWORLD;CPNYCNT1;BUSINESS;G7MEMB;BONDWIRES;NRG;FIRST;NRGMARKET;OIL;MISC;BFWFOCUS;MARKETS;CMD;TEN;GASMARKET;ANZ;EQUITYKEY;OILGASCOAL;BGOVBILLGO;JAPAN;GAS;MAJOR;WORLD;CMDMISC;COMMONW;INDUSTRIES;DEVECO;MSCIDVAS;G10MEMB;BFWGAS;NRGIND;AU;CMDKEY;COS;SRCRANK1;CMDMARKET;BGOVCODES;EXCLUSIVE;SPREGIONS;NRGKEY;FIRSTWORD;OILIND;BFW;ORIGINAL;ASIA;LNG,100;100;100;100;70;100;100;100;100;97;100;100;100;100;100;100;91;100;100;100;70;100;100;100;100;70;70;91;100;70;100;70;70;100;70;100;100;100;100;100;100;100;70;100;100;98;100,16456016;17565233;19067270;5820927,70;70;70;70
80001,2021-01-13T06:09:23.056+00:00,QMU0RTT1UM0Y,UPDATE_ATTRIBUTE,ORIGINAL,BN,Fed Presidents Reiterate Calls for Addressing Race in Education,2021-01-12T18:22:30.198+00:00,ENGLISH,,0,2021-01-13T06:09:22.847+00:00,,,,,USTOPZ2;BIZNEWS;AMFEAT;ONWEB;ALLWWCUR;READ150;READ100;VOD;ECOTOPZ3;BLM;WWTOPAM;READ25;WWTOP;TOPBIZMKT;TOP;USTOP;WWTOPBIZ;ALLTOP;READ50;RCE;ECOTOP;READ;WWTOPZ3;EDU;ORIGINAL;WWTOPFEAT,70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70,1425923;15247854;16219504;16419156;16428676;16464558;18822917;20361209;2107111,70;70;70;70;70;70;70;70;70,13143Z,90,BBG001FNFR04,BBG000BG4738,FEDSPEAK;METALKEY;BIZNEWS;USTOPZ2;MSCIWORLD;NORTHAM;AMFEAT;USGOV;PLCYMAJOR;ONWEB;CPNYCNT1;BUSINESS;ALLWWCUR;G7MEMB;BONDWIRES;MISC;G7ECOS;READ150;FIALL;GOV;READ100;US;PLCY;ATTACHMENT;REGIONFILT;VOD;ECOTOPZ3;RUNEWS;EQUITYKEY;BLM;WWTOPAM;AGRKEY;USECO;READ25;BGOVBILLGO;WWTOP;TOPBIZMKT;MAJOR;TOP;WORLD;GOVMISC;USTOP;WWTOPBIZ;DEVECO;OILKEY;CEN;G10MEMB;PLCYREGION;ALLTOP;ESGRES;READ50;TIMENI;RCE;CMDKEY;CECO;SRCRANK1;TIMECO;ECO;MSCINAMER;BGOVCODES;ECOTOP;DC;FED;SPREGIONS;READ;POLIRISK;NRGKEY;WWTOPZ3;CMDGLOMAC;DIVERSITY;EDU;ORIGINAL;WWTOPFEAT;FIASST,94;100;100;100;100;100;100;100;94;100;100;100;100;100;100;100;100;100;100;100;100;100;94;100;98;100;100;98;100;70;100;100;100;100;100;100;100;100;100;100;94;100;100;100;100;100;100;94;100;91;100;100;91;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;91;70;100;100;100,1425923;15247854;16219504;16419156;16428676;16464558;18822917;20361209;2107111,95;70;70;70;70;70;70;70;70
80001,2021-06-22T08:08:12.560+00:00,QV3FXOGFFW8W,ADD_STORY,ORIGINAL,BFW,Hyprop Rated New Accumulate at Afrifocus Securities,2021-06-22T08:08:12.486+00:00,ENGLISH,,0,2021-06-22T08:08:12.491+00:00,HYP@SJ,95,BBG001FFWY34,BBG000BFH5Z5,ANACHANGE;BIZNEWS;ANA;REL;AFRICA;BFWEQEM;ANACHGBA;CMP;SAFRI;AME;ANABUY;EM;FIRSTWORD;BFW;ORIGINAL;ANANEW;CMPAUTO,70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70,,,HYP@SJ,95,BBG001FFWY34,BBG000BFH5Z5,ANACHANGE;BIZNEWS;ANA;MSCIWORLD;EQTY;FIN;BUSINESS;REL;ANAMOVES;MISC;BFWFOCUS;AFRICA;BFWEQEM;EMEAREGION;BRIC;ANACHGBA;WORLD;COMMONW;INDUSTRIES;DEVECO;CMP;SAFRI;MSCIAFRICA;COS;SRCRANK1;POSITIVE;AME;BFWEQ;NEWSROOMBA;ANABUY;SPREGIONS;MSCIEMEUR;SUBSAHARAN;EM;FIRSTWORD;BFW;ORIGINAL;ANANEW;CMPAUTO,91;100;100;70;100;70;100;70;91;100;100;91;100;91;70;100;100;70;70;70;100;70;70;100;100;70;98;100;100;70;100;70;70;98;100;100;100;70;100,,
80001,2021-03-22T06:07:40.471+00:00,QQCX0ST1UM0X,ADD_STORY,ORIGINAL,BN,*FUTURE RETAIL WILL FOLLOW TOP COURT ORDER ON NOD TO ASSET SALE,2021-03-22T06:07:40.386+00:00,ENGLISH,,0,2021-03-22T06:07:40.393+00:00,FRETAIL@IN;RIL@IN;FEL@IN;AMZN,70;95;95;95,BBG0032LS1H3;BBG001FFJ783;BBG001FH6YP5;BBG001FK8HZ2,BBG0032LS1J1;BBG000BKVP93;BBG000CXKFJ7;BBG000BVPV84,BIZNEWS;MSCIWORLD;NORTHAM;ACEXCLUDE;ASIAX;BUSINESS;CONS;TMT;HEADS;LAW;USPN;US;CGL;ECOM;SOUTHASIA;BRIC;WA;TEC;RIF;GEN;MSCIEMAS;COS;INTERNET;MSCINAMER;FINNEWS;RET;INDIA;EM;ASIA;SEASIA,70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70,16233505,70,FRETAIL@IN;RIL@IN;FEL@IN;AMZN,95;95;95;96,BBG0032LS1H3;BBG001FFJ783;BBG001FH6YP5;BBG001FK8HZ2,BBG0032LS1J1;BBG000BKVP93;BBG000CXKFJ7;BBG000BVPV84,BIZNEWS;MSCIWORLD;NORTHAM;CONSD;ACEXCLUDE;CPNYCNT1;ASIAX;BUSINESS;G7MEMB;BONDWIRES;CONS;TMT;TECHLAW;HEADS;MISC;LAW;USPN;US;CGL;EQUITYKEY;ECOM;SOUTHASIA;BRIC;BGOVBILLGO;ESGCONTROV;PADDIST;WORLD;COMMONW;INDUSTRIES;DEVECO;WA;TEC;RETD;G10MEMB;RIF;GEN;ESGRES;MSCIEMAS;COS;SRCRANK1;INTERNET;PADD5;MSCINAMER;BGOVCODES;FINNEWS;RET;LAWPRAC;INDIA;SPREGIONS;EM;ALLSTATES;INEQUITY;ASIA;SEASIA,100;100;98;70;70;100;98;100;91;100;100;100;96;100;100;99;91;91;70;100;70;100;91;100;96;70;100;70;100;91;70;98;70;91;100;70;100;100;100;100;91;70;100;100;100;97;96;70;100;91;70;100;91;91,16233505,70
